id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C0262,El Amrani,Karim,client262@invalid.com,1988-01-01,Homme,Rabat,0621063273,2023-10-18,Direct
C0263,El Amrani,Fatima,client263@gmail.com,1995-11-15,F,TANGER,0630854365,2023-07-04,Email
C0264,Benani,Omar,client264@gmail.com,2012-09-06,,Rabat,0642029368,2022-03-01,Ads
C0265,Alami,Omar,client265@invalid.com,2009-10-04,Femme,TNG,0626031369,2022-01-13,Ads
C0266,El Amrani,Youssef,client266@gmail.com,1983-05-13,0,TNG,0646072958,2024-01-21,SEO
C0267,El Amrani,Fatima,client267gmail.com,1973-08-04,Homme,tanger,0676591799,2023-04-12,Direct
C0268,Chraibi,Sara,client268@gmail.com,1964-02-11,female,Tnja,0623811663,2023-08-11,SEO
C0269,Alami,Amina,client269@gmail.com,1954-02-15,M,Marrakech,0658852098,2023-01-28,Ads
C0270,Ghazi,Amina,client270@gmail.com,1978-11-14,M,TANGER,0665869014,2024-01-08,Email
C0271,Benani,Ahmed,client271@gmail.com,1966-02-02,0,TANGER,0679226031,2022-02-17,Partenaire
C0272,El Amrani,Sara,client272@invalid.com,1957-10-01,1,Marrakech,0611069604,2023-01-13,Ads
C0273,Dahbi,Laila,client273@gmail.com,1983-01-15,female,Marrakech,0636229153,2024-01-21,Direct
C0274,Ghazi,Ahmed,client274@gmail.com,1970-11-26,M,Casablanca,0695354668,2023-12-12,SEO
C0275,Ghazi,Omar,client275gmail.com,1959-04-30,,TANGER,0681110496,2022-09-01,Partenaire
C0276,El Amrani,Fatima,client276@gmail.com,1953-12-09,m,TANGER,0679760901,2023-02-27,Email
C0277,Benani,Youssef,client277@gmail.com,2007-03-03,female,Rabat,0620043577,2023-08-30,Direct
C0278,Dahbi,Omar,client278@invalid.com,1973-06-01,m,Casablanca,0662741214,2023-12-19,Email
C0279,Dahbi,Youssef,client279@gmail.com,2002-06-16,F,tanger,0630858851,2022-04-19,Ads
C0280,Fassi,Amina,client280@gmail.com,1990-07-18,F,Tnja,0672189327,2022-09-29,SEO
C0281,Alami,Amina,client281@invalid.com,1979-05-30,1,TNG,0622242388,2023-12-30,Ads
C0282,El Amrani,Omar,client282@gmail.com,1965-08-07,M,Tanger,0664276605,2023-04-09,Direct
C0283,Benani,Youssef,client283@gmail.com,1960-11-23,Femme,Tanger,0618277097,2024-03-10,Ads
C0284,Benani,Omar,client284@gmail.com,1956-09-23,0,Tanger,0618653290,2022-07-22,Partenaire
C0285,Benani,Ahmed,client285@gmail.com,1991-05-11,0,Tanger,0632547129,2023-08-11,Partenaire
C0286,Ghazi,Karim,client286@gmail.com,1965-07-03,M,Casablanca,0638818707,2022-07-11,Email
C0287,Dahbi,Omar,client287@gmail.com,1994-10-04,M,Rabat,0683912181,2023-05-06,SEO
C0288,Dahbi,Amina,client288@invalid.com,2006-08-03,Homme,Tanger,0661338023,2024-03-11,Email
C0289,Fassi,Karim,client289@gmail.com,1974-04-06,0,TNG,0613498112,2022-11-23,Direct
C0290,Alami,Laila,client290@gmail.com,1997-07-01,1,Casablanca,0688381665,2022-08-27,Ads
C0291,Alami,Amina,client291@gmail.com,2001-08-25,1,Rabat,0657621071,2022-06-27,Ads
C0292,Alami,Sara,client292@gmail.com,2000-12-04,0,TNG,0685579195,2022-07-12,Partenaire
C0293,Benani,Ahmed,client293@gmail.com,1970-11-14,M,TANGER,0612674689,2023-06-24,Partenaire
C0294,Chraibi,Sara,client294@invalid.com,2014-04-27,f,TNG,0653431355,2022-03-02,SEO
C0295,Benani,Sara,client295@gmail.com,1956-07-04,m,Casablanca,0698870866,2023-02-10,Direct
C0296,Chraibi,Karim,client296@gmail.com,2007-05-09,m,Marrakech,0697131500,2022-11-21,Ads
C0297,Fassi,Amina,client297@gmail.com,2009-09-16,female,TNG,0660785855,2022-11-11,Email
C0298,Ghazi,Ahmed,client298@gmail.com,1966-05-03,female,Casablanca,0692058189,2022-08-15,Direct
C0299,Benani,Amina,client299@gmail.com,1981-02-11,0,Casablanca,0632533467,2023-10-14,SEO
C0300,Hassani,Ahmed,client300@gmail.com,1973-10-17,0,TANGER,0643492807,2023-12-11,SEO
C0301,Alami,Karim,client301@gmail.com,1989-04-25,M,Rabat,0632325567,2023-02-28,Partenaire
C0302,Benani,Laila,client302@gmail.com,2001-11-10,Homme,TANGER,0631831387,2023-04-08,SEO
C0303,Fassi,Omar,client303gmail.com,1959-05-25,M,tanger,0655876720,2022-06-24,Partenaire
C0304,Fassi,Laila,client304@gmail.com,2013-03-16,F,Tanger,0667891237,2023-11-01,Ads
C0305,Benani,Sara,client305@gmail.com,1968-06-10,M,TANGER,0664932613,2023-12-15,Direct
C0306,El Amrani,Omar,client306@gmail.com,1971-04-24,1,tanger,0616661956,2023-02-07,Direct
C0307,Fassi,Ahmed,client307@gmail.com,1988-05-12,M,tanger,0649533757,2023-11-09,Direct
C0308,Chraibi,Omar,client308@gmail.com,1957-05-08,f,Marrakech,0625503345,2022-11-12,Partenaire
C0309,Benani,Karim,client309@gmail.com,1966-08-03,1,Casablanca,0661196706,2023-01-14,Ads
C0310,El Amrani,Amina,client310@gmail.com,1974-02-04,Femme,Tanger,0630284415,2024-02-10,SEO
C0311,Ghazi,Amina,client311@invalid.com,1999-09-01,male,Tanger,0661956500,2023-06-20,Partenaire
C0312,Dahbi,Laila,client312@gmail.com,1976-10-23,Femme,tanger,0662989744,2024-01-02,SEO
C0313,Chraibi,Fatima,client313@gmail.com,2017-12-06,female,Marrakech,0633203422,2022-06-21,Ads
C0314,Benani,Karim,client314@gmail.com,1968-02-12,Homme,TNG,0689865944,2022-09-22,Email
C0315,Benani,Karim,client315@gmail.com,1999-11-30,F,Rabat,0684095459,2022-11-30,Email
C0316,Ghazi,Fatima,client316@gmail.com,1987-03-08,M,TNG,0629891032,2023-08-04,Direct
C0317,Benani,Fatima,client317@gmail.com,1975-09-01,F,Casablanca,0665148727,2022-09-28,Partenaire
C0318,Alami,Youssef,client318@gmail.com,1974-09-16,Femme,Rabat,0629307578,2023-09-26,Direct
C0319,Fassi,Amina,client319@gmail.com,1954-06-04,Homme,Marrakech,0646048781,2023-01-17,SEO
C0320,El Amrani,Laila,client320@gmail.com,2012-06-16,1,tanger,0640595926,2022-05-18,Email
C0321,El Amrani,Karim,client321@gmail.com,2004-04-10,0,tanger,0635224301,2023-03-29,Ads
C0322,Fassi,Ahmed,client322@gmail.com,1996-03-24,Femme,TNG,0618806960,2022-11-15,Direct
C0323,Alami,Youssef,client323@gmail.com,1967-04-18,male,TANGER,0617734634,2022-09-13,SEO
C0324,El Amrani,Sara,client324@gmail.com,1991-08-25,f,Rabat,0695283260,2022-05-07,SEO
C0325,Chraibi,Laila,client325@gmail.com,2002-08-26,Femme,Casablanca,0656204319,2022-06-17,Email
C0326,Alami,Karim,client326@gmail.com,1954-06-15,1,TNG,0686807176,2024-03-09,Ads
C0327,Dahbi,Omar,client327@gmail.com,2008-06-16,,Rabat,0678891441,2022-01-21,SEO
C0328,Alami,Amina,client328@gmail.com,1972-08-23,m,Tnja,0696267144,2022-10-09,Partenaire
C0329,El Amrani,Amina,client329@gmail.com,1991-11-14,Femme,Tnja,0679878835,2023-10-01,Partenaire
C0330,Fassi,Omar,client330gmail.com,1976-10-11,,tanger,0674657836,2022-03-07,Email
C0331,El Amrani,Omar,client331@gmail.com,1966-11-25,1,TNG,0679429969,2024-02-23,Ads
C0332,Ghazi,Sara,client332@gmail.com,2011-01-28,female,TNG,0613416548,2023-11-03,Partenaire
C0333,Ghazi,Karim,client333@gmail.com,2016-02-05,Homme,Tanger,0688252116,2023-12-27,Direct
C0334,Hassani,Sara,client334@gmail.com,1995-07-07,f,Tnja,0632815223,2023-11-05,Direct
C0335,El Amrani,Youssef,client335@gmail.com,2010-12-24,m,Casablanca,0697836731,2022-04-02,Ads
C0336,Ghazi,Sara,client336@gmail.com,1983-05-07,1,Tnja,0688593968,2022-10-29,Partenaire
C0337,Benani,Laila,client337@gmail.com,1967-06-15,,tanger,0661226775,2023-06-27,Email
C0338,Chraibi,Amina,client338@gmail.com,1980-09-28,m,Rabat,0686424055,2023-04-14,Ads
C0339,Hassani,Sara,client339@gmail.com,2006-08-12,F,TNG,0652065724,2023-10-12,SEO
C0340,Chraibi,Laila,client340@invalid.com,1957-11-24,m,TNG,0692474074,2023-03-21,Partenaire
C0341,Alami,Ahmed,client341@gmail.com,1997-11-20,Homme,TANGER,0660076822,2022-01-15,Email
C0342,Alami,Amina,client342@gmail.com,1970-04-20,M,Casablanca,0651888314,2022-05-13,SEO
C0343,Benani,Ahmed,client343@gmail.com,1976-10-02,m,Tnja,0671193393,2024-01-16,Direct
C0344,Chraibi,Sara,client344@gmail.com,1993-12-23,,Casablanca,0635290114,2022-06-18,Partenaire
C0345,Dahbi,Ahmed,client345@invalid.com,2002-11-27,m,TNG,0626530521,2023-01-11,SEO
C0346,Alami,Ahmed,client346@gmail.com,2009-05-22,male,tanger,0697720360,2022-01-21,SEO
C0347,Benani,Omar,client347@gmail.com,1992-07-24,Homme,TNG,0637581060,2023-12-13,SEO
C0348,El Amrani,Youssef,client348@gmail.com,1987-07-30,,tanger,0678663747,2024-01-07,Direct
C0349,Hassani,Amina,client349@gmail.com,2004-08-20,F,TANGER,0645298445,2023-06-20,Ads
C0350,Alami,Laila,client350@gmail.com,1968-08-19,m,Marrakech,0654372866,2022-08-29,SEO
C0351,Hassani,Youssef,client351@invalid.com,1958-01-30,F,tanger,0623594977,2022-09-20,Ads
C0352,Hassani,Ahmed,client352@gmail.com,1958-12-15,1,TNG,0615294153,2022-10-25,Email
C0353,Benani,Ahmed,client353@gmail.com,1950-11-13,F,TNG,0699034004,2023-10-25,Ads
C0354,El Amrani,Fatima,client354@gmail.com,1983-06-07,female,Casablanca,0634544318,2022-04-27,Partenaire
C0355,Hassani,Karim,client355@gmail.com,2008-03-18,Homme,TNG,0625174194,2022-05-16,SEO
C0356,Ghazi,Laila,client356@gmail.com,2001-01-16,F,Marrakech,0634328380,2023-09-18,Partenaire
C0357,Chraibi,Laila,client357@gmail.com,1993-10-16,,tanger,0665201639,2023-03-28,SEO
C0358,Dahbi,Sara,client358@invalid.com,1996-07-27,M,tanger,0668095862,2023-11-09,Ads
C0359,Ghazi,Youssef,client359@gmail.com,2000-02-03,,Tanger,0611562947,2023-10-21,Ads
C0360,Chraibi,Fatima,client360@gmail.com,2017-05-31,Femme,Marrakech,0653034742,2022-09-04,Email
C0361,Ghazi,Karim,client361@gmail.com,1971-01-31,f,tanger,0671618633,2023-03-31,Direct
C0362,Fassi,Fatima,client362@gmail.com,1994-08-15,Femme,Tanger,0623776553,2023-02-18,Partenaire
C0363,El Amrani,Amina,client363@invalid.com,2008-09-22,F,Marrakech,0655748676,2023-01-08,SEO
C0364,Hassani,Sara,client364@gmail.com,2014-03-25,0,Marrakech,0625303956,2022-04-10,Ads
C0365,El Amrani,Sara,client365@invalid.com,2012-12-27,,tanger,0616144233,2022-06-18,Partenaire
C0366,Benani,Omar,client366@gmail.com,2004-10-20,Homme,TANGER,0635171649,2022-05-04,Partenaire
C0367,Fassi,Fatima,client367@gmail.com,2017-12-05,f,Rabat,0616241172,2023-10-11,Direct
C0368,Chraibi,Laila,client368@gmail.com,1950-05-23,Femme,Tanger,0684252780,2023-03-20,Direct
C0369,Chraibi,Youssef,client369@gmail.com,1959-04-17,m,Rabat,0698251083,2023-09-07,Direct
C0370,Ghazi,Amina,client370@gmail.com,1974-07-19,Homme,Rabat,0656017729,2022-10-29,Partenaire
C0371,El Amrani,Sara,client371@gmail.com,2013-11-12,female,TANGER,0636962876,2022-08-03,Direct
C0372,Chraibi,Youssef,client372@gmail.com,1995-03-17,,Casablanca,0625489430,2024-02-19,Email
C0373,Ghazi,Omar,client373@gmail.com,1987-11-23,,Tanger,0680159631,2022-04-20,SEO
C0374,Dahbi,Omar,client374@gmail.com,2017-04-21,M,TNG,0648468887,2023-12-01,Email
C0375,Dahbi,Ahmed,client375@gmail.com,1982-03-07,1,Marrakech,0623754633,2023-09-23,Direct
C0376,Ghazi,Amina,client376@gmail.com,1995-11-02,male,Tnja,0699186817,2022-02-18,Partenaire
C0377,Fassi,Ahmed,client377@gmail.com,1951-03-01,,Tnja,0637257905,2023-09-28,Partenaire
C0378,Fassi,Amina,client378@gmail.com,2015-01-13,,TANGER,0649483865,2023-04-05,Ads
C0379,Benani,Karim,client379@gmail.com,1953-08-24,m,Rabat,0647461811,2023-07-24,Email
C0380,Alami,Sara,client380@gmail.com,1991-11-02,1,TNG,0615360735,2022-06-07,Email
C0381,El Amrani,Laila,client381@gmail.com,2001-05-18,,Casablanca,0619781894,2023-12-26,Email
C0382,Benani,Youssef,client382@gmail.com,1987-04-26,male,Rabat,0622340723,2022-12-24,Ads
C0383,Fassi,Omar,client383@gmail.com,1969-08-07,0,Marrakech,0685341065,2024-02-10,SEO
C0384,Dahbi,Ahmed,client384@gmail.com,2011-03-27,f,Casablanca,0661186964,2022-04-27,Partenaire
C0385,Fassi,Laila,client385@gmail.com,1993-09-03,M,Tanger,0649786693,2023-10-30,Ads
C0386,Chraibi,Ahmed,client386@gmail.com,2006-03-31,F,tanger,0638290610,2023-11-18,Ads
C0387,Dahbi,Karim,client387@gmail.com,2008-01-03,F,tanger,0630636590,2022-01-25,Partenaire
C0388,Alami,Youssef,client388gmail.com,1972-08-07,F,tanger,0687170132,2022-08-22,Email
C0389,Ghazi,Sara,client389@gmail.com,1951-07-08,Homme,Rabat,0625878730,2023-07-02,SEO
C0390,Alami,Fatima,client390@gmail.com,1982-02-03,female,tanger,0648901209,2023-12-04,Email
C0391,Ghazi,Karim,client391@gmail.com,2009-04-11,Femme,Tanger,0673617549,2022-06-10,Direct
C0392,El Amrani,Youssef,client392@gmail.com,1976-09-27,male,Casablanca,0611496555,2023-07-21,Direct
C0393,Ghazi,Fatima,client393gmail.com,1977-05-03,female,TANGER,0656150987,2022-08-05,Partenaire
C0394,Chraibi,Youssef,client394@gmail.com,1969-10-22,m,Tnja,0636082023,2022-04-28,Ads
C0395,Hassani,Fatima,client395@gmail.com,1976-01-29,M,tanger,0643646722,2022-04-11,Ads
C0396,Fassi,Youssef,client396@gmail.com,2010-03-24,0,TANGER,0623427820,2022-10-19,Direct
C0397,Hassani,Sara,client397@invalid.com,2005-04-18,Femme,Tnja,0688405961,2022-06-06,Direct
C0398,Chraibi,Ahmed,client398@gmail.com,1978-02-06,Homme,TANGER,0639732676,2023-12-31,Partenaire
C0399,Fassi,Laila,client399@gmail.com,1991-07-11,,Marrakech,0658149482,2024-03-04,Email
C0400,Benani,Omar,client400@gmail.com,1962-07-24,,TANGER,0645330756,2024-01-22,SEO
C0401,Alami,Karim,client401@gmail.com,2002-12-08,male,TANGER,0614919926,2023-07-19,Email
C0402,Chraibi,Sara,client402@gmail.com,1985-03-19,Femme,TANGER,0689134873,2024-01-21,Email
C0403,Ghazi,Sara,client403@gmail.com,1995-01-20,F,Tanger,0698943201,2022-09-02,Direct
C0404,Hassani,Youssef,client404@gmail.com,1966-01-27,m,TNG,0674894729,2023-01-03,SEO
C0405,El Amrani,Sara,client405@gmail.com,1970-12-30,F,Tanger,0699736040,2022-07-31,Direct
C0406,Hassani,Ahmed,client406@gmail.com,1953-07-31,Femme,Casablanca,0623854626,2023-12-22,Direct
C0407,Chraibi,Karim,client407@gmail.com,2008-08-23,1,Rabat,0659029303,2023-08-25,SEO
C0408,Ghazi,Sara,client408@gmail.com,1980-12-15,f,Marrakech,0674707720,2023-09-11,SEO
C0409,Dahbi,Fatima,client409@gmail.com,1996-02-29,m,Tnja,0638389345,2022-06-03,Ads
C0410,Dahbi,Karim,client410@gmail.com,1979-08-17,F,tanger,0674628070,2023-11-23,Partenaire
C0411,Ghazi,Ahmed,client411@gmail.com,1971-11-11,,Tanger,0627164449,2023-08-11,Direct
C0412,Chraibi,Ahmed,client412@gmail.com,1964-12-03,M,Tnja,0634164229,2023-06-14,Partenaire
C0413,El Amrani,Fatima,client413@gmail.com,1969-06-07,M,Marrakech,0691406527,2023-04-28,Partenaire
C0414,Chraibi,Youssef,client414@gmail.com,2005-11-29,female,Tnja,0632511225,2024-01-12,Email
C0415,Dahbi,Karim,client415@gmail.com,1984-07-31,F,TNG,0624572034,2022-01-17,Ads
C0416,Ghazi,Youssef,client416@gmail.com,2004-04-28,,tanger,0633813202,2023-05-03,Direct
C0417,Benani,Fatima,client417@gmail.com,1993-04-07,male,TNG,0690996996,2023-07-07,SEO
C0418,Ghazi,Karim,client418@gmail.com,1983-03-25,,Tanger,0681110769,2023-03-16,Ads
C0419,Fassi,Fatima,client419@gmail.com,1988-03-04,Homme,TNG,0644160831,2023-05-04,Ads
C0420,Ghazi,Omar,client420@gmail.com,1966-12-16,female,Tanger,0610954835,2023-08-15,Direct
C0421,Dahbi,Sara,client421gmail.com,1986-09-06,,Casablanca,0624305357,2022-06-08,Partenaire
C0422,Ghazi,Sara,client422@gmail.com,2004-11-23,male,Tnja,0663345392,2024-02-13,Ads
C0423,Chraibi,Sara,client423@gmail.com,2000-02-28,Femme,Marrakech,0644061458,2022-11-11,Direct
C0424,Benani,Amina,client424@gmail.com,1990-01-25,m,TNG,0623459168,2022-08-08,Direct
C0425,Alami,Youssef,client425@gmail.com,1984-11-28,male,Tanger,0622225702,2022-05-29,Partenaire
C0426,El Amrani,Amina,client426@gmail.com,1983-04-09,F,tanger,0691742470,2022-02-08,Partenaire
C0427,El Amrani,Ahmed,client427@gmail.com,1965-09-22,,Marrakech,0668917831,2022-01-11,Ads
C0428,El Amrani,Amina,client428@gmail.com,1953-01-06,male,TANGER,0692569402,2022-06-23,SEO
C0429,Benani,Omar,client429@gmail.com,1985-11-01,m,Casablanca,0699880518,2023-02-09,Partenaire
C0430,Benani,Omar,client430@gmail.com,2015-02-23,F,Casablanca,0656637316,2022-10-11,Ads
C0431,Alami,Omar,client431@gmail.com,1965-09-14,Homme,Rabat,0677946127,2022-04-20,Direct
C0432,El Amrani,Omar,client432@invalid.com,2012-04-12,F,Marrakech,0660610858,2023-07-31,Partenaire
C0433,Hassani,Ahmed,client433@gmail.com,1993-03-29,Femme,tanger,0644603983,2022-03-11,Partenaire
C0434,Dahbi,Sara,client434@gmail.com,1987-01-01,,Casablanca,0679324022,2023-07-03,SEO
C0435,Benani,Karim,client435@gmail.com,2010-06-10,1,Casablanca,0620204415,2023-07-22,Ads
C0436,El Amrani,Youssef,client436@gmail.com,2016-12-10,female,TANGER,0676974557,2024-01-25,Ads
C0437,Dahbi,Amina,client437@gmail.com,1968-03-11,1,TANGER,0693026670,2022-12-31,Ads
C0438,Hassani,Ahmed,client438@gmail.com,1998-07-31,F,Tanger,0674732147,2023-01-16,Direct
C0439,El Amrani,Laila,client439@gmail.com,1966-05-29,female,Tnja,0663402482,2022-08-16,Direct
C0440,Hassani,Ahmed,client440@gmail.com,1995-01-30,Homme,Casablanca,0662843790,2023-12-04,Ads
C0441,Hassani,Sara,client441@gmail.com,2011-11-01,male,Tanger,0611586450,2023-11-22,Ads
C0442,El Amrani,Youssef,client442@gmail.com,1999-03-20,0,Tnja,0641828278,2022-10-03,Partenaire
C0443,Hassani,Karim,client443@gmail.com,1968-11-20,m,Rabat,0659970552,2023-01-09,Partenaire
C0444,Dahbi,Fatima,client444@gmail.com,2014-09-01,m,Tnja,0641649234,2023-07-23,Partenaire
C0445,Hassani,Ahmed,client445@gmail.com,1965-11-05,m,Rabat,0677054885,2022-05-18,Direct
C0446,El Amrani,Omar,client446@gmail.com,2000-06-07,Femme,Tanger,0663472598,2022-04-12,Ads
C0447,Benani,Laila,client447@invalid.com,2016-10-19,Femme,Casablanca,0644865621,2023-01-05,Email
C0448,Fassi,Ahmed,client448@gmail.com,1986-12-10,1,tanger,0657122567,2023-11-27,Direct
C0449,Chraibi,Omar,client449@gmail.com,1981-11-10,,Casablanca,0678510704,2023-05-15,Partenaire
C0450,Hassani,Youssef,client450@gmail.com,1965-01-13,1,Casablanca,0666615250,2023-10-09,Direct
C0451,Benani,Youssef,client451@gmail.com,1980-10-29,F,TANGER,0652074850,2022-11-21,Email
C0452,El Amrani,Laila,client452@gmail.com,1982-08-01,Homme,Marrakech,0665564671,2022-06-21,Ads
C0453,El Amrani,Fatima,client453@gmail.com,1968-11-22,f,TNG,0663290556,2022-04-16,SEO
C0454,Alami,Ahmed,client454@invalid.com,1985-08-14,male,tanger,0623949034,2022-09-26,Direct
C0455,El Amrani,Amina,client455@gmail.com,1972-03-12,Homme,Tnja,0669479985,2023-10-04,Ads
C0456,Alami,Sara,client456@gmail.com,1979-03-06,M,Marrakech,0672705646,2023-07-08,Email
C0457,Chraibi,Laila,client457@gmail.com,2006-08-13,male,Rabat,0680257585,2023-10-18,Direct
C0458,Dahbi,Fatima,client458@gmail.com,1989-08-22,male,Tnja,0659094606,2023-02-27,Email
C0459,Chraibi,Sara,client459gmail.com,1975-09-23,male,Marrakech,0681819757,2022-01-09,Partenaire
C0460,Ghazi,Omar,client460@gmail.com,2003-07-24,M,TANGER,0610968781,2023-07-16,Email
C0461,Ghazi,Amina,client461@gmail.com,1964-08-25,Homme,Rabat,0660782359,2022-08-14,Email
C0462,El Amrani,Omar,client462@invalid.com,2008-03-05,male,Tnja,0665419020,2022-07-12,SEO
C0463,Hassani,Laila,client463@gmail.com,1974-06-01,,Marrakech,0635204672,2022-11-25,SEO
C0464,Chraibi,Fatima,client464@gmail.com,1975-04-24,M,Tnja,0626782477,2024-01-03,Partenaire
C0465,Alami,Laila,client465@gmail.com,1969-06-26,m,Casablanca,0666404064,2022-11-16,Partenaire
C0466,Fassi,Fatima,client466@gmail.com,2017-05-03,M,TNG,0617521339,2022-09-30,Partenaire
C0467,El Amrani,Karim,client467@invalid.com,1951-02-18,f,tanger,0643415162,2023-01-30,Partenaire
C0468,Hassani,Fatima,client468@gmail.com,1996-10-02,f,TANGER,0673461570,2023-02-03,Email
C0469,Benani,Omar,client469@gmail.com,1993-03-04,M,Tnja,0636672234,2023-01-05,SEO
C0470,Dahbi,Karim,client470@gmail.com,1979-02-11,F,Tanger,0632462726,2022-10-10,Direct
C0471,Alami,Laila,client471@gmail.com,2011-10-05,M,TNG,0659848284,2024-02-29,SEO
C0472,Fassi,Ahmed,client472@gmail.com,1955-05-13,,Casablanca,0696513378,2022-06-07,Direct
C0473,Fassi,Sara,client473@gmail.com,1989-05-11,f,TANGER,0612865928,2023-12-07,Partenaire
C0474,Hassani,Laila,client474@gmail.com,2000-02-26,M,Tnja,0682844534,2023-12-15,Partenaire
C0475,Fassi,Laila,client475@gmail.com,1974-09-13,0,TNG,0619244458,2023-06-28,Ads
C0476,Fassi,Laila,client476@gmail.com,1950-01-24,male,Rabat,0634901990,2022-01-20,Direct
C0477,Fassi,Fatima,client477@gmail.com,2009-01-21,f,Rabat,0635483846,2023-06-21,Partenaire
C0478,Fassi,Karim,client478@gmail.com,2007-07-02,1,Casablanca,0624826245,2022-04-09,Direct
C0479,Chraibi,Ahmed,client479gmail.com,1968-02-17,m,tanger,0675145297,2022-07-16,SEO
C0480,Hassani,Omar,client480@invalid.com,1954-05-28,Homme,Casablanca,0639624910,2023-09-13,SEO
C0481,Hassani,Fatima,client481@invalid.com,1991-12-29,,Tanger,0658442674,2023-07-26,Partenaire
C0482,El Amrani,Ahmed,client482@gmail.com,2015-11-17,M,tanger,0650789378,2022-03-21,Ads
C0483,Ghazi,Amina,client483@gmail.com,1967-04-30,f,TANGER,0686507818,2023-10-03,Ads
C0484,Fassi,Laila,client484@gmail.com,2013-01-11,F,Rabat,0623972387,2022-06-20,Ads
C0485,Chraibi,Laila,client485@gmail.com,1981-08-10,,Casablanca,0683830667,2022-11-29,Email
C0486,Dahbi,Amina,client486@gmail.com,1983-08-26,0,Tnja,0658319528,2023-04-09,Partenaire
C0487,El Amrani,Ahmed,client487gmail.com,1996-06-09,M,TNG,0650512501,2022-01-07,Email
C0488,Alami,Omar,client488@gmail.com,1999-09-03,0,TNG,0622655004,2022-02-08,Partenaire
C0489,Dahbi,Amina,client489@gmail.com,1972-12-27,0,Tnja,0622335296,2023-08-08,Partenaire
C0490,Fassi,Laila,client490@gmail.com,1965-07-06,F,Marrakech,0687340611,2022-04-08,Direct
C0491,Ghazi,Fatima,client491gmail.com,1955-01-07,female,Casablanca,0656698401,2023-03-21,Partenaire
C0492,Alami,Karim,client492@gmail.com,1954-11-09,f,Tnja,0680381542,2022-02-12,Email
C0493,Dahbi,Youssef,client493@gmail.com,1954-07-14,male,Rabat,0669809598,2024-02-10,Direct
C0494,El Amrani,Karim,client494@gmail.com,1963-04-13,Homme,TNG,0655119729,2022-03-26,Partenaire
C0495,El Amrani,Fatima,client495gmail.com,1985-10-02,Homme,Rabat,0627498659,2024-02-20,Ads
C0496,Dahbi,Amina,client496@gmail.com,1971-09-28,Homme,tanger,0645736421,2024-03-06,Partenaire
C0497,Benani,Karim,client497@gmail.com,1987-12-31,F,Casablanca,0656749089,2022-07-15,Email
C0498,Chraibi,Sara,client498@gmail.com,2005-04-14,1,Marrakech,0693642093,2022-05-30,Partenaire
C0499,Fassi,Youssef,client499@invalid.com,2017-12-24,f,tanger,0625082279,2024-01-28,SEO
C0500,El Amrani,Ahmed,client500@gmail.com,1980-10-18,m,tanger,0650952251,2023-04-06,Partenaire
C0501,Dahbi,Amina,client501@invalid.com,1999-01-09,male,Tnja,0683658696,2023-05-10,Direct
C0502,Alami,Karim,client502@gmail.com,2002-04-21,,Tanger,0644286770,2022-06-24,SEO
C0503,El Amrani,Ahmed,client503@gmail.com,1991-09-18,female,Tanger,0618938604,2023-02-02,Email
C0504,Benani,Ahmed,client504@gmail.com,1976-03-29,0,Rabat,0641026926,2023-01-25,Direct
C0505,Hassani,Fatima,client505@gmail.com,1966-09-22,0,TANGER,0677196215,2023-04-14,Direct
C0506,El Amrani,Sara,client506gmail.com,1993-12-15,f,Rabat,0631072888,2022-01-19,Email
C0507,Dahbi,Omar,client507@gmail.com,1955-07-25,1,Tnja,0661965156,2022-01-31,Direct
C0508,Ghazi,Youssef,client508@gmail.com,1957-11-16,0,Rabat,0679889565,2023-11-26,Direct
C0509,Dahbi,Youssef,client509@gmail.com,1988-04-05,Homme,Tnja,0691251236,2022-12-04,Partenaire
C0510,Dahbi,Youssef,client510@gmail.com,1977-09-21,m,TNG,0667722252,2024-02-28,Ads
C0511,Fassi,Fatima,client511@gmail.com,2000-01-01,m,tanger,0634714210,2022-11-22,Ads
C0512,Ghazi,Omar,client512@gmail.com,1989-09-29,Homme,Tnja,0630395330,2024-03-08,Ads
C0513,El Amrani,Amina,client513@gmail.com,2003-07-03,female,TANGER,0640992534,2023-12-05,SEO
C0514,Chraibi,Laila,client514@gmail.com,2013-11-17,Femme,Casablanca,0634692904,2023-02-01,Partenaire
C0515,Alami,Karim,client515@gmail.com,1951-05-07,f,Tnja,0665437830,2022-08-16,Ads
C0516,Hassani,Sara,client516@gmail.com,1991-01-18,Femme,TANGER,0667385552,2023-02-19,SEO
C0517,Ghazi,Ahmed,client517@gmail.com,1996-09-16,0,tanger,0670614013,2023-04-13,SEO
C0518,Ghazi,Ahmed,client518@gmail.com,2000-01-13,male,Rabat,0679273350,2024-02-23,SEO
C0519,El Amrani,Laila,client519@gmail.com,1964-12-08,1,Rabat,0649516346,2023-09-20,SEO
C0520,Hassani,Fatima,client520@gmail.com,2014-10-31,Femme,tanger,0634128507,2024-03-08,Direct
C0521,Ghazi,Karim,client521@gmail.com,1979-01-08,m,Marrakech,0613343647,2022-07-03,Partenaire
C0522,Hassani,Fatima,client522@gmail.com,1972-06-08,f,Casablanca,0697050454,2023-12-30,Ads
